"Search Parameters"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Dy"	"Initial Wave Arrival Hr"	"Initial Wave Arrival Min"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hr"	"Max Wave Arrival Min"	"Max Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
"Tsunami ID = 1902"																																	
		"n"	"USA"	"HI"	"HONOLII COVE, HAWAII, HI"	19.758	-155.093	10648.95188176462									4		5														
		"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.733	-155.067	10645.097246295973									5.8		5														
		"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.733	-155.067	10645.097246295973									4.3		5														
		"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.733	-155.067	10645.097246295973									5.8		5														
		"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.733	-155.067	10645.097246295973									6.7		5														
		"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.733	-155.067	10645.097246295973									10.7		5														
		"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.733	-155.067	10645.097246295973									6.1		5														
		"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.733	-155.067	10645.097246295973									6.4		5														
		"n"	"USA"	"HI"	"MOKUOLA-COCONUT IS, HILO, HAWAII"	19.734	-155.071	10645.494628104549									4.6		5														
		"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.733	-155.067	10645.097246295973									3.4		5														
		"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.733	-155.067	10645.097246295973									3		5														
		"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.733	-155.067	10645.097246295973									3.4		5														
		"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.733	-155.067	10645.097246295973									3.7		5														
		"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.733	-155.067	10645.097246295973									3.7		5														
		"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.733	-155.067	10645.097246295973									4		5														
		"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.733	-155.067	10645.097246295973									4.9		5														
		"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.733	-155.067	10645.097246295973									4.3		5														
		"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.733	-155.067	10645.097246295973									3		5														
		"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.733	-155.067	10645.097246295973									4		5														
		"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.733	-155.067	10645.097246295973									2.1		5														
		"n"	"USA"	"HI"	"NORTHEAST COAST HAWAII, HI"	19.728	-154.997	10639.00306687429									2.1		5														
		"n"	"USA"	"HI"	"HONOLULU LANDING, HAWAII, HI"	19.559	-154.882	10617.925843593606									4.3		5														
		"n"	"USA"	"HI"	"KAPOHO POINT, HAWAII, HI"	19.5	-154.821	10608.85027807294									0.9		5														
		"n"	"USA"	"HI"	"POHOIKI, HAWAII, HI"	19.46	-154.846	10608.15003135241									1.8		5														
		"n"	"USA"	"HI"	"OPIHIKAO, HAWAII, HI"	19.427	-154.886	10609.166099337137									1.8		5														
		"n"	"USA"	"HI"	"KAIMU, HAWAII, HI"	19.361	-154.972	10611.696370893622									4		5														
		"n"	"USA"	"HI"	"KALAPANA, HAWAII, HI"	19.353	-154.977	10611.557160300574									2.1		5														
		"n"	"USA"	"HI"	"KEAOI ISLAND, HAWAII, HI"	19.272	-155.257	10629.043819998666									1.5		5														
		"n"	"USA"	"HI"	"PUUNALUU, HAWAII, HI"	19.139	-155.5	10639.950141580313									3.4		5														
		"n"	"USA"	"HI"	"NINOLE, HAWAII, HI"	19.133	-155.51	10640.363714601095									2.7		5														
		"n"	"USA"	"HI"	"HONUAPO, HAWAII, HI"	19.089	-155.55	10640.64629099459									5.2		5														
		"n"	"USA"	"HI"	"KAIOLE BAY, HAWAII, HI"	18.971	-155.608	10637.340281209876									3.7		5														
		"n"	"USA"	"HI"	"KAALUALU BAY, HAWAII, HI"	18.969	-155.613	10637.616246724621									5.2		5														
		"n"	"USA"	"HI"	"KAALUALU BAY, HAWAII, HI"	18.974	-155.616	10638.20722340455									3.4		5														
		"n"	"USA"	"HI"	"KAALUALU BAY, HAWAII, HI"	18.972	-155.621	10638.48320207395									5.2		5														
		"n"	"USA"	"HI"	"SOUTHEAST COAST HAWAII, HI"	18.956	-155.628	10637.963979367996									2.7		5														
		"n"	"USA"	"HI"	"SOUTHEAST COAST HAWAII, HI"	18.946	-155.635	10637.85647327303									3		5														
		"n"	"USA"	"HI"	"SOUTHEAST COAST HAWAII, HI"	18.939	-155.642	10637.954840726923									2.7		5														
		"n"	"USA"	"HI"	"SOUTHEAST COAST HAWAII, HI"	18.932	-155.651	10638.218587983192									4.3		5														
		"n"	"USA"	"HI"	"SOUTHEAST COAST HAWAII, HI"	18.928	-155.656	10638.357521913793									4.3		5														
		"n"	"USA"	"HI"	"SOUTHEAST COAST HAWAII, HI"	18.924	-155.661	10638.496477550083									4.9		5														
		"n"	"USA"	"HI"	"SOUTHEAST COAST HAWAII, HI"	18.922	-155.666	10638.772648833661									4.3		5														
		"n"	"USA"	"HI"	"SOUTHEAST COAST HAWAII, HI"	18.92	-155.667	10638.718130342457									4.3		5														
		"n"	"USA"	"HI"	"SOUTHEAST COAST HAWAII, HI"	18.916	-155.674	10639.022490495297									5.2		5														
		"n"	"USA"	"HI"	"KALAE, HAWAII, HI"	18.914	-155.682	10639.546752088982									3.7		5														
		"n"	"USA"	"HI"	"SOUTHWEST COAST HAWAII, HI"	18.931	-155.686	10641.043494182646									4		5														
		"n"	"USA"	"HI"	"OKOE BAY, HAWAII, HI"	19.149	-155.914	10674.831096892569									4		5														
		"n"	"USA"	"HI"	"MILOII, HAWAII, HI"	19.182	-155.911	10676.84263013869									0.9		5														
		"n"	"USA"	"HI"	"HOOKENA, HAWAII, HI"	19.38	-155.899	10689.406117934024									2.1		5														
		"n"	"USA"	"HI"	"HONAUNAU BAY, HAWAII, HI"	19.426	-155.915	10693.87531596444									1.5		5														
		"n"	"USA"	"HI"	"NAPOOPOO, HAWAII, HI"	19.475	-155.923	10697.888758322391									4.9		5														
		"n"	"USA"	"HI"	"KEAUHOU BAY, HAWAII, HI"	19.564	-155.967	10707.608212174568									3.7		5														
		"n"	"USA"	"HI"	"KAHALUU BAY, HAWAII, HI"	19.581	-155.971	10709.100950713537									3		5														
		"n"	"USA"	"HI"	"HOLUALOA BAY, HAWAII, HI"	19.605	-155.979	10711.40229745581									2.4		5														
		"n"	"USA"	"HI"	"KAILUA-KONA, HAWAII, HI"	19.63	-155.99	10714.019270850638									2.4		5														
		"n"	"USA"	"HI"	"KAWAIHAE, HAWAII, HI"	20.036	-155.832	10728.768116475576									2.7		5														
		"n"	"USA TERRITORY"	"AS"	"PAGO PAGO, AMERICAN SAMOA"	-14.274	-170.703	9666.758290371226	23	7	33	12	22				2.4		1									0.05	1	1	1	1	1
		"n"	"JAPAN"	"AICHI"	"FUKUE"	34.633	137.1	17272.665331138036											2														
		"n"	"JAPAN"	"AICHI"	"KATAHARA"	34.783	137.183	17270.23603565402											2														
		"n"	"JAPAN"	"AICHI"	"KONAKAYAMA"	34.65	137.083	17274.70878170627											1														
		"n"	"JAPAN"	"AICHI"	"MAESHIBA"	34.783	137.333	17257.09099176849											2														
		"n"	"JAPAN"	"AICHI"	"MOROZAKI"	34.7	136.983	17285.09446717671											2														
		"n"	"JAPAN"	"AICHI"	"NAGOYA"	35.083	136.883	17305.945418930714									0.89		2														
		"n"	"JAPAN"	"AOMORI"	"AOMORI"	40.833	140.767	17086.68104389432									0.71		2														
		"n"	"JAPAN"	"AOMORI"	"ASAMUSHI"	40.9	140.867	17078.95412242753									0.15		2														
		"n"	"JAPAN"	"AOMORI"	"FUTAKAWAME"	40.65	141.45	17027.295352419846									1		1														
		"n"	"JAPAN"	"AOMORI"	"HACHINOHE"	40.533	141.533	17018.938702380092									3.77		1														
		"n"	"JAPAN"	"AOMORI"	"HACHINOHE"	40.533	141.533	17018.938702380092									2.91		2														
		"n"	"JAPAN"	"AOMORI"	"HACHINOHE (KENSETSUKYOKU)"	40.517	141.517	17020.094695399035											2														
		"n"	"JAPAN"	"AOMORI"	"HACHITARO"	40.533	141.5	17021.71842277139									2.2		1														
		"n"	"JAPAN"	"AOMORI"	"HASHIMUKAI"	40.583	141.483	17023.741741629172									1.5		1														
		"n"	"JAPAN"	"AOMORI"	"HIRANUMAHAMA"	40.883	141.4	17034.053282623707									2.2		1														
		"n"	"JAPAN"	"AOMORI"	"HITOKAWAME"	40.633	141.45	17027.100252390243									1.2		1														
		"n"	"JAPAN"	"AOMORI"	"HOUSHIHAMA"	40.5	141.633	17010.11571564157									2.1		1														
		"n"	"JAPAN"	"AOMORI"	"ICHIKAWANAKADAIRA"	40.583	141.467	17025.08878280953									1.8		1														
		"n"	"JAPAN"	"AOMORI"	"IRIGUCHI"	41.35	141.333	17044.129793126085									1.8		1														
		"n"	"JAPAN"	"AOMORI"	"ITSUKAWAME"	40.717	141.433	17029.482630114995									2.3		1														
		"n"	"JAPAN"	"AOMORI"	"IWASAKI"	40.583	139.917	17155.673057563847									0.05		2														
		"n"	"JAPAN"	"AOMORI"	"KAWADAI"	41.367	141.2	17055.371110323795									1.2		1														
		"n"	"JAPAN"	"AOMORI"	"KAWAMORI"	41.267	141.15	17058.685014203285									1.8		1														
		"n"	"JAPAN"	"AOMORI"	"KAWAUCHI"	41.2	140.983	17072.05134346427									0.9		1														
		"n"	"JAPAN"	"AOMORI"	"KINOBE"	41.433	141.133	17061.50416687555									2.3		1														
		"n"	"JAPAN"	"AOMORI"	"KISOBE"	41.433	141.133	17061.50416687555											1														
		"n"	"JAPAN"	"AOMORI"	"KITANUMA"	40.55	141.5	17021.920807774743									1.7		1														
		"n"	"JAPAN"	"MIYAGI"	"KODOMARI"	41.133	140.3	17128.618942297024									0.6		1														
		"n"	"JAPAN"	"AOMORI"	"KOFUNATO"	40.45	141.683	17005.28662640208									3.7		1														
		"n"	"JAPAN"	"AOMORI"	"MAGOJIROMA"	41.417	141.167	17058.539221921725									2.1		1														
		"n"	"JAPAN"	"AOMORI"	"MIKAWAME"	40.667	141.433	17028.919265458797									1.3		1														
		"n"	"JAPAN"	"IWATE"	"MINATO"	41.4	141.167	17058.399196066395									0.95		1														
		"n"	"JAPAN"	"AOMORI"	"MINMAYA"	41.2	140.433	17118.047933055303									1.2		1														
		"n"	"JAPAN"	"AOMORI"	"MUKAWAME"	40.767	141.417	17031.380717964785									2		1														
		"n"	"JAPAN"	"AOMORI"	"MYOJIN"	40.6	141.467	17025.287400504436									3.2		1														
		"n"	"JAPAN"	"AOMORI"	"NIMAIBASHI"	41.417	141.167	17058.539221921725									2.2		1														
		"n"	"JAPAN"	"AOMORI"	"NOHEJI"	40.867	141.117	17057.637403183882									1.7		1														
		"n"	"JAPAN"	"AOMORI"	"OBUCHIHAMA"	40.967	141.383	17036.347073650908									1		1														
		"n"	"JAPAN"	"AOMORI"	"OHATA"	41.4	141.167	17058.399196066395									1.8		1														
		"n"	"JAPAN"	"AOMORI"	"OJA"	40.467	141.65	17008.278626384596									2.7		1														
		"n"	"JAPAN"	"AOMORI"	"OKKOSHI"	40.467	141.667	17006.84579211296									3		1														
		"n"	"JAPAN"	"AOMORI"	"OKUKI"	40.483	141.633	17009.907989777887									1.7		1														
		"n"	"JAPAN"	"AOMORI"	"OMINATO"	41.25	141.15	17058.535388096094	22	20	15	25	4				1.32		2	125	"F"												
		"n"	"JAPAN"	"AOMORI"	"OMINATOSHINMACHI"	41.283	141.167	17057.405042698185									1.78		2														
		"n"	"JAPAN"	"AOMORI"	"SAI"	41.433	140.867	17083.6797905895									1		1														
		"n"	"JAPAN"	"AOMORI"	"SAKAKI"	40.45	141.667	17006.635407171194									2.7		1														
		"n"	"JAPAN"	"AOMORI"	"SAMEKO"	40.533	141.55	17017.50675815722									3.79		1														
		"n"	"JAPAN"	"AOMORI"	"SEKINENAYA"	41.367	141.233	17052.618110368436									1.6		1														
		"n"	"JAPAN"	"AOMORI"	"SHOTSUGAWA"	41.383	141.183	17056.92348983358									1.3		1														
		"n"	"JAPAN"	"AOMORI"	"TANABU"	41.283	141.183	17056.068804002323									1.8		1														
		"n"	"JAPAN"	"AOMORI"	"TANESASHI"	40.5	141.617	17011.463817066477									4.2		1														
		"n"	"JAPAN"	"AOMORI"	"TSURIYAHAMA"	41.417	141.15	17059.956593512776											1														
		"n"	"JAPAN"	"AOMORI"	"YOKAWAME"	40.7	141.433	17029.292158305838									1.9		1														
		"n"	"JAPAN"	"AOMORI"	"YOKOHAMA (AOMORI)"	41.083	141.25	17048.633975300058									1.1		1														
		"n"	"JAPAN"	"CHIBA"	"AMO"	35.217	139.883	17047.433013932754									2.2		1														
		"n"	"JAPAN"	"CHIBA"	"CHIBAKO"	35.6	140.1	17040.01124295166									0.58		2														
		"n"	"JAPAN"	"CHIBA"	"CHOSHI"	35.75	140.867	16977.44251197989									1.5		2														
		"n"	"JAPAN"	"CHIBA"	"HEDATE"	34.95	139.967	17031.727662240213									0.9		1														
		"n"	"JAPAN"	"CHIBA"	"ICHINOMIYA"	35.383	140.4	17007.306057351983									2		1														
		"n"	"JAPAN"	"CHIBA"	"INOOKA"	35.683	140.733	16987.17644026637									3.5		1														
		"n"	"JAPAN"	"CHIBA"	"KAMOGAWA"	35.1	140.1	17024.819490568574									1.5		1														
		"n"	"JAPAN"	"CHIBA"	"KANAYAKO"	35.167	139.833	17050.261873633546									1.25		1														
		"n"	"JAPAN"	"CHIBA"	"KATSUURA (KATSUURASHI)"	35.15	140.317	17007.39935444947									2.5		1														
		"n"	"JAPAN"	"CHIBA"	"KISARAZU"	35.383	139.917	17049.5255850192									1		1														
		"n"	"JAPAN"	"CHIBA"	"KUJUKURICHO"	35.517	140.45	17006.972007421173									3		1														
		"n"	"JAPAN"	"CHIBA"	"MERA"	34.9189	139.825	17043.166108821057									1.21		2														
		"n"	"JAPAN"	"CHIBA"	"NAARAI"	35.7	140.833	16978.946774530283											2														
		"n"	"JAPAN"	"CHIBA"	"NAGAURA"	35.45	139.983	17045.773542606028									0.32		2														
		"n"	"JAPAN"	"CHIBA"	"OHARAKO"	35.25	140.4	17003.239351177755									3		1														
		"n"	"JAPAN"	"CHIBA"	"SHIRAHAMA, CHIBA"	34.9	139.9	17035.998522591326									1		1														
		"n"	"JAPAN"	"CHIBA"	"SHIRAKO"	35.45	140.4	17009.331002360403									2.5		1														
		"n"	"JAPAN"	"CHIBA"	"TATEYAMA"	34.983	139.85	17043.01338008627									1.5		1														
		"n"	"JAPAN"	"CHIBA"	"TOKAWA"	35.7	140.85	16977.462996845632									2.14		1														
		"n"	"JAPAN"	"CHIBA"	"WADA"	35.033	140.017	17029.97823856104									0.7		1														
		"n"	"JAPAN"	"CHIBA"	"WADAGAWA"	35.733	140.833	16979.91318060764									0.78		2														
		"n"	"JAPAN"	"EHIME"	"UWAJIMA"	33.233	132.55	17621.21658201593									0.83		2														
		"n"	"JAPAN"	"EHIME"	"WAKIMOTO"	32.917	132.65	17599.96050924092									2		1														
		"n"	"JAPAN"	"FUKUI"	"OBAMA"	35.5	135.75	17417.656251223398									0.22		2														
		"n"	"JAPAN"	"FUKUI"	"TSURUGAKO (KEN)"	35.65	136.25	17378.170597243785									0.31		2														
		"n"	"JAPAN"	"FUKUOKA"	"HAKATA (KENSETSUKYOKU)"	33.617	130.417	17822.015440322386									0.38		2														
		"n"	"JAPAN"	"FUKUOKA"	"YAHATAHAMA (WAKAMATSU)"	33.917	130.817	17798.330452545626									0.52		2														
		"n"	"JAPAN"	"FUKUSHIMA"	"ENA"	36.967	140.967	17001.635294271364									3		1														
		"n"	"JAPAN"	"FUKUSHIMA"	"HISANOHAMA"	37.133	141	17002.851669470943									2.8		1														
		"n"	"JAPAN"	"FUKUSHIMA"	"KOKOZURA"	36.85	140.8	17013.204597530916									3		1														
		"n"	"JAPAN"	"FUKUSHIMA"	"NAKOSO"	36.883	140.8	17014.034690566838											2														
		"n"	"JAPAN"	"FUKUSHIMA"	"ONAHAMA"	36.933	140.9	17006.603676195027									1.71		2														
		"n"	"JAPAN"	"FUKUSHIMA"	"SOMAKO"	37.817	140.95	17022.919513284058									0.8		2														
		"n"	"JAPAN"	"FUKUSHIMA"	"TSURUSHI"	37.867	140.933	17025.469297526342									1.5		1														
		"n"	"JAPAN"	"FUKUSHIMA"	"UKEDO"	37.483	141.05	17006.799491248436									2		1														
		"n"	"JAPAN"	"HIROSHIMA"	"KURE"	34.233	132.55	17658.018506968547									0.35		2														
		"n"	"JAPAN"	"HIROSHIMA"	"ONOMICHI"	34.4	133.2	17606.790371798943											2														
		"n"	"JAPAN"	"HOKKAIDO"	"ABASHIRI"	44.017	144.283	16816.83391009102									0.46		2														
		"n"	"JAPAN"	"HOKKAIDO"	"ABUTA"	42.55	140.767	17098.16999833047									1		1														
		"n"	"JAPAN"	"HOKKAIDO"	"AIKAPPUZAKI"	43.017	144.833	16768.063001992938									3.4		1														
		"n"	"JAPAN"	"HOKKAIDO"	"AKKESHI"	43.033	144.85	16766.782220167428									1.8		1														
		"n"	"JAPAN"	"HOKKAIDO"	"ARAKAWAKAKO"	43.083	145.117	16745.391138474086									3.4		1														
		"n"	"JAPAN"	"HOKKAIDO"	"ARIKAWASANBASHI"	41.82	140.653	17104.164733092075									1.4		1														
		"n"	"JAPAN"	"HOKKAIDO"	"ATSUGA"	42.433	142.217	16978.546100918644									1.9		1														
		"n"	"JAPAN"	"HOKKAIDO"	"ATSUNAI"	42.8	143.817	16849.553199581416									1.5		1														
		"n"	"JAPAN"	"HOKKAIDO"	"BIWASE"	43.05	145.083	16747.938947293027									2		1														
		"n"	"JAPAN"	"HOKKAIDO"	"BOKIBETSU"	43.083	145.117	16745.391138474086									4.2		1														
		"n"	"JAPAN"	"HOKKAIDO"	"ERIMOMISAKI"	41.917	143.25	16889.74120875341									2		1														
		"n"	"JAPAN"	"HOKKAIDO"	"ESASHIKO"	44.95	142.583	16951.486701449867									0.4		2														
		"n"	"JAPAN"	"MIYAZAKI"	"FUKUSHIMA"	41.483	140.267	17134.06830650626									1.49		1														
		"n"	"JAPAN"	"HOKKAIDO"	"FUYUSHIMA"	42.1	142.983	16913.278988280246									2.7		1														
		"n"	"JAPAN"	"HOKKAIDO"	"HABOMAI"	43.333	145.767	16694.279851929252									1.7		1														
		"n"	"JAPAN"	"HOKKAIDO"	"HABOROKO"	44.367	141.7	17023.272640537234									0.75		2														
		"n"	"JAPAN"	"HOKKAIDO"	"HAKODATE"	41.7187	140.7247	17097.574380666054	22	18	38	23	27				2.07		2	30	"F"												
		"n"	"JAPAN"	"HOKKAIDO"	"HAMAATSUMA"	42.6	141.817	17012.207911998783									3		1														
		"n"	"JAPAN"	"HOKKAIDO"	"HAMAMASU"	43.617	141.4	17048.333976057893									0.3		2														
		"n"	"JAPAN"	"YAMAGATA"	"HAMANAKA"	43.117	145.117	16745.611196920203									4.3		1														
		"n"	"JAPAN"	"HOKKAIDO"	"HAMATAIKI"	42.433	143.417	16879.955526620102									2		1														
		"n"	"JAPAN"	"HOKKAIDO"	"HANASAKI"	43.2781	145.5678	16710.062813539706									1.7		2														
		"n"	"JAPAN"	"HOKKAIDO"	"HARAKI"	41.728	141.083	17067.87787001225									1.4		1														
		"n"	"JAPAN"	"HOKKAIDO"	"HARUTACHI"	42.267	142.5	16954.272642708587									1.8		1														
		"n"	"JAPAN"	"HOKKAIDO"	"HICHIRIPPU"	43.033	145.033	16751.893750910585									3		1														
		"n"	"JAPAN"	"HOKKAIDO"	"HIGASHIHAMA"	41.721	141.021	17072.97864263157									1.5		1														
		"n"	"JAPAN"	"HOKKAIDO"	"HIGASHISHIZUNAI"	42.3	142.45	16958.599340293847									1.8		1														
		"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.45	143.383	16882.863510813884									2.8		1														
		"n"	"JAPAN"	"HOKKAIDO"	"HIURA"	41.734	141.053	17070.41028698326									1.4		1														
		"n"	"JAPAN"	"HOKKAIDO"	"HOROBETSU"	42.4	141.117	17068.83503097643									0.6		1														
		"n"	"JAPAN"	"HOKKAIDO"	"HOROIZUMI"	42.017	143.15	16898.8393463756									2.8		1														
		"n"	"JAPAN"	"HOKKAIDO"	"HOROMANBETSU (KUSHIRO)"	42.983	144.9	16762.387329157693									2.5		1														
		"n"	"JAPAN"	"HOKKAIDO"	"IZUMISAWA"	41.701	140.633	17105.077554491632									2.1		1														
		"n"	"JAPAN"	"HOKKAIDO"	"KAMAYAGYOKO"	41.731	140.939	17079.85664047284									1.2		1														
		"n"	"JAPAN"	"HOKKAIDO"	"KAMAYA-SHIRAHAMA"	41.723	140.948	17079.055184932484									1.5		1														
		"n"	"JAPAN"	"HOKKAIDO"	"KAMIISO"	41.816	140.639	17105.301976418225									1.9		1														
		"n"	"JAPAN"	"HOKKAIDO"	"KIKONAI"	41.687	140.448	17120.362240205264									1.5		1														
		"n"	"JAPAN"	"HOKKAIDO"	"KIRITAPPU"	43.083	145.133	16744.09050032087									4.3		1														
		"n"	"JAPAN"	"HOKKAIDO"	"KOJOUHAMA"	42.467	141.217	17060.89650305577									1		1														
		"n"	"JAPAN"	"HOKKAIDO"	"KONBUMORI"	42.95	144.533	16792.06493315632									1		1														
		"n"	"JAPAN"	"HOKKAIDO"	"KUSHIRO"	42.9756	144.3714	16805.387493402315									3.05		2														
		"n"	"JAPAN"	"HOKKAIDO"	"KUSHIRO (KUSHIRO CITY)"	42.983	144.383	16804.487265287295									5.4		1														
		"n"	"JAPAN"	"HOKKAIDO"	"KUTSUGATAKO"	45.183	141.15	17063.05561621271									0.13		2														
		"n"	"JAPAN"	"HOKKAIDO"	"MATSUMAE"	41.417	140.1	17147.531970390788									0.5		2														
		"n"	"JAPAN"	"HOKKAIDO"	"MENAGAWA"	41.76	141.087	17067.764679376454									0.8		1														
		"n"	"JAPAN"	"HOKKAIDO"	"MITSUISHI"	42.25	142.567	16948.643089761383									1.4		1														
		"n"	"JAPAN"	"HOKKAIDO"	"MOCHIRIPPU"	43.017	145.033	16751.787618793947									2		1														
		"n"	"JAPAN"	"HOKKAIDO"	"MOHEJI"	41.76	140.606	17107.69642497965									1.9		1														
		"n"	"JAPAN"	"HOKKAIDO"	"MOMBETSU"	44.35	143.367	16890.41264332698									0.51		2														
		"n"	"JAPAN"	"HOKKAIDO"	"MOMBETSU (MOMBETSUCHO)"	42.467	142.083	16989.738362850778									1.7		1														
		"n"	"JAPAN"	"HOKKAIDO"	"MONSHIZU"	43.05	144.783	16772.340415591207									4.1		1														
		"n"	"JAPAN"	"HOKKAIDO"	"MORIKO"	42.1	140.6	17110.085495354528									1.63		2														
		"n"	"JAPAN"	"HOKKAIDO"	"MOTOSHIZUNAI"	42.333	142.367	16965.634031205846									1.8		1														
		"n"	"JAPAN"	"HOKKAIDO"	"MUKAWA"	42.567	141.917	17003.857275589875									0.3		1														
		"n"	"JAPAN"	"HOKKAIDO"	"MURORAN"	42.35	140.95	17082.363728885794									1		2														
		"n"	"JAPAN"	"HOKKAIDO"	"NAKAHAMA (OSHIMASHICHO)"	41.75	141.077	17068.52685476376									1.4		1														
		"n"	"JAPAN"	"HOKKAIDO"	"NAKANOHAMA"	43.067	145.1	16746.668460933157									3.1		1														
		"n"	"JAPAN"	"HOKKAIDO"	"NEMUROKO"	43.35	145.583	16709.283154688816									0.34		2														
		"n"	"JAPAN"	"HOKKAIDO"	"OCHIISHIKO"	43.167	145.517	16713.454987648558									2.9		1														
		"n"	"JAPAN"	"HOKKAIDO"	"OINAOSHIHAMA"	42.3	140.983	17079.424445099									1.6		1														
		"n"	"JAPAN"	"HOKKAIDO"	"OKISHI"	42.583	140.65	17107.877474587258									1		1														
		"n"	"JAPAN"	"HOKKAIDO"	"OMA"	41.744	141.075	17068.65198254253									1.1		1														
		"n"	"JAPAN"	"HOKKAIDO"	"ONBETSU"	42.883	143.95	16839.188357607505									2.5		1														
		"n"	"JAPAN"	"HOKKAIDO"	"OSHAMANBE"	42.583	140.381	17129.95243080395									1.5		1														
		"n"	"JAPAN"	"HOKKAIDO"	"OSHIRABETSU"	42.217	143.317	16886.625095698066									2.2		1														
		"n"	"JAPAN"	"HOKKAIDO"	"OSHORO"	43.2	140.867	17091.3477039996									0.1		2														
		"n"	"JAPAN"	"HOKKAIDO"	"OTSU"	42.683	143.65	16862.49110070111									3		1														
		"n"	"JAPAN"	"HOKKAIDO"	"POROTO"	43.133	145.15	16743.032759210946									3		1														
		"n"	"JAPAN"	"HOKKAIDO"	"REBUN"	42.567	140.6	17111.932611180244									1.7		1														
		"n"	"JAPAN"	"HOKKAIDO"	"SAKAKIMACHI"	43.117	145.117	16745.611196920203									3.7		1														
		"n"	"JAPAN"	"HOKKAIDO"	"SAMANI"	42.117	142.933	16917.53307578514									2.2		1														
		"n"	"JAPAN"	"HOKKAIDO"	"SAWARA"	42.117	140.683	17103.310557911063											2														
		"n"	"JAPAN"	"HOKKAIDO"	"SENPOSHI"	42.983	144.733	16775.984899649822									2.5		1														
		"n"	"JAPAN"	"HOKKAIDO"	"SENPOSHIGYOKO"	45.083	141.183	17061.09653885385									0.13		2														
		"n"	"JAPAN"	"HOKKAIDO"	"SEPPU"	42.383	142.283	16972.83917285955									1.6		1														
		"n"	"JAPAN"	"HOKKAIDO"	"SETARAI"	41.714	140.984	17076.003803253345									2		1														
		"n"	"JAPAN"	"HOKKAIDO"	"SHADAI"	42.567	141.417	17044.88175518839									0.4		1														
		"n"	"JAPAN"	"HOKKAIDO"	"SHIKABE"	42.033	140.833	17090.476871890027									0.7		2														
		"n"	"JAPAN"	"HOKKAIDO"	"SHINORI"	41.765	140.818	17090.127529759717									2.1		1														
		"n"	"JAPAN"	"HOKKAIDO"	"SHINRYU"	43.05	144.85	16766.890366624288									3.9		1														
		"n"	"JAPAN"	"HOKKAIDO"	"SHIRANUKA"	42.95	144.083	16828.733660264854									4		1														
		"n"	"JAPAN"	"HOKKAIDO"	"SHIRISHIZU"	43.133	145.133	16744.413674163352									3.6		1														
		"n"	"JAPAN"	"HOKKAIDO"	"SHIZUKARI"	42.588	140.473	17122.416411974627									1.7		1														
		"n"	"JAPAN"	"HOKKAIDO"	"SHIZUNAI"	42.333	142.367	16965.634031205846									1.8		1														
		"n"	"JAPAN"	"HOKKAIDO"	"SHORO"	42.983	144.15	16823.464908663616											1														
		"n"	"JAPAN"	"HOKKAIDO"	"SHOYA"	42.033	143.3	16886.58016634657									2.5		1														
		"n"	"JAPAN"	"HOKKAIDO"	"TAKEURA"	42.483	141.267	17056.854493840114									0.4		1														
		"n"	"JAPAN"	"HOKKAIDO"	"TOBETSU"	41.737	140.58	17109.71122624699									1.7		1														
		"n"	"JAPAN"	"HOKKAIDO"	"TODOHOKKE"	41.833	141.15	17063.025076768517									0.6		2														
		"n"	"JAPAN"	"HOKKAIDO"	"TOFUTSU"	43.083	145.15	16742.70858652275									2.5		1														
		"n"	"JAPAN"	"HOKKAIDO"	"TOKACHIBUTO"	42.717	143.717	16857.220992677514									2		1														
		"n"	"JAPAN"	"HOKKAIDO"	"TOKOTAN"	43	144.867	16765.185606126764									1.8		1														
		"n"	"JAPAN"	"HOKKAIDO"	"TOMAKOMAINISHIKO"	42.633	141.617	17028.743766966152									2.1		1														
